i,birth,death,dim,cavity,death_nodes
1802,2017,2020,1,Vagus nerve;Esophagus;Hyoid bone;Superior thyroid artery;Larynx;Glossopharyngeal nerve;Tongue;Lingual artery,Palatine tonsils
1803,2017,2100,1,Inferior thyroid artery;Longus colli muscle,
1804,2017,2100,1,Iliolumbar artery;Middle sacral artery,
1805,2017,2018,1,Body cavity;Organ (anatomy);Connective tissue;Digestive system;Peritoneum;Muscle;Thoracic cavity,Serous membrane
1806,2017,2100,1,Cephalic;Hypopharynx,
1807,2017,2100,1,Forehead;Procerus muscle,
1808,2017,2100,1,Cochlear nerve;Trapezoid body,
1809,2017,2100,1,Occiput;Endocranium,
1810,2017,2100,1,Occiput;Lambdoid suture,
1811,2017,2100,1,Occiput;External occipital protuberance,
1812,2017,2100,1,Occiput;Hypoglossal canal,
1813,2017,2100,1,Cerumen;Vertigo (medical),
1814,2017,2100,1,Vertigo (medical);Cervical spine,
1815,2017,2100,1,Vertigo (medical);Lateral vestibular nucleus,
1816,2017,2100,1,Vertigo (medical);Medial vestibular nucleus,
1817,2017,2100,1,Vertigo (medical);Metastatic lesion,
1818,2017,2100,1,Latissimus dorsi;Lumbar spine,
1819,2017,2100,1,Thigh;Pubic hair,
1820,2017,2018,1,Dermatome (anatomy);Embryo;Somite;Sclerotome;Spinal nerve,Myotome
1821,2017,2100,1,Vomer;Nasal septum,
1822,2017,2023,1,Foramen ovale (skull);Trigeminal nerve;Temporal bone;Temporalis muscle;Sphenoid bone;Otic ganglion;Mandibular nerve,Infratemporal fossa
1823,2017,2100,1,Macula;Physiologic nystagmus,
1824,2017,2100,1,Macula;Pathologic nystagmus,
1825,2017,2100,1,Spasticity;Gamma motoneurons,
1826,2017,2018,1,Symphysis;Temporal bone;Temporalis muscle;Cartilage;Mylohyoid muscle;Mylohyoid line;Bone;Human skull;Mandibular nerve,Human mandible
1827,2017,2100,1,Temporalis muscle;Temporal fascia,
1828,2017,2100,1,Temporalis muscle;Sagittal crest,
1829,2017,2100,1,Morphology (biology);Squamous,
1830,2017,2100,1,Raphe;Trapezoid body,
1831,2017,2100,1,Endocranium;Petrous bone,
1832,2017,2100,1,Endocranium;Petrous pyramid,
1833,2017,2100,1,Vestibular ganglion;Internal acoustic meatus,
1834,2017,2020,1,Gonad;Puberty;Testicle;Inguinal canal;Cremaster muscle;Scrotum;Ovary,Pampiniform plexus
1835,2017,2100,1,Diverticulum;Embryonic yolk stalk,
1836,2017,2100,1,Placenta;Embryonic yolk stalk,
1837,2017,2100,1,Placenta;Morula,
1838,2017,2100,1,Placenta;Motor endplate,
1839,2017,2100,1,Embryonic yolk stalk;Meconium,
1840,2017,2100,1,Perineurium;Epimysium,
1841,2017,2100,1,Pterygopalatine fossa;Sphenopalatine foramen,
1842,2017,2100,1,Hamstrings;Ischial tuberosity,
1843,2017,2100,1,Hypothalamospinal tract;Intermediolateral cell column,
1844,2018,2100,1,Fourth ventricle;Ductus,
1845,2018,2100,1,Clivus (anatomy);Hypophyseal fossa,
1846,2018,2100,1,Dura mater;Hypophysis cerebri,
1847,2018,2100,1,Cavernous sinus;Gasserian ganglion,
1848,2018,2100,1,Internal carotid artery;Gasserian ganglion,
1849,2018,2100,1,Embryo;Round ligament of the uterus,
1850,2018,2100,1,Bone;Bony labyrinth,
1851,2018,2100,1,Bone;Pharyngotympanic tube,
1852,2018,2100,1,Arm;Striae gravidarum,
1853,2018,2100,1,Scapula;Coracoid,
1854,2018,2100,1,Vagus nerve;External laryngeal nerve,
1855,2018,2100,1,Vagus nerve;Pharyngotympanic tube,
1856,2018,2100,1,Hip;Striae gravidarum,
1857,2018,2100,1,Muscle;Striae gravidarum,
1858,2018,2020,1,Tendon;Knee;Hamstrings;Muscle;Sciatic nerve,Semitendinosus
1859,2018,2100,1,Spiral ganglion;Cranial autonomic ganglia,
1860,2018,2100,1,Clavicle;Long bone,
1861,2018,2100,1,Gonad;Round ligament of the uterus,
1862,2018,2100,1,Ganglion;Gasserian ganglion,
1863,2018,2100,1,Frontal sinus;Falx cerebri,
1864,2018,2100,1,Frontal sinus;Sphenopalatine artery,
1865,2018,2100,1,Human skull;Fontanelle,
1866,2018,2100,1,Pharynx;Hypophysis cerebri,
1867,2018,2100,1,Human anatomy;Carotid sinus,
1868,2018,2100,1,Rectum;Cervical spinal nerves,
1869,2018,2100,1,Fetus;Edinger-westphal nucleus,
1870,2018,2100,1,Fetus;Fontanelle,
1871,2018,2100,1,Connective tissue;Striae gravidarum,
1872,2018,2100,1,Saliva;Parasympathetic,
1873,2018,2019,1,Neck;Hypoglossal nerve;Cervical plexus;Thyrohyoid muscle,Infrahyoid
1874,2018,2100,1,Lumbar enlargement;Cauda equina,
1875,2018,2100,1,Corpus callosum;Commissure,
1876,2018,2023,1,Knee;Tibia;Fascia;Septum;Gluteus maximus;Bone;Muscle;Linea aspera,Thigh bone
1877,2018,2020,1,Thalamus;Cranial nerve nuclei;Septal nuclei;Edinger-westphal nucleus;Pons,Midbrain
1878,2018,2100,1,Homology (biology);Hypophysis cerebri,
1879,2018,2100,1,Homology (biology);Lens (vision),
1880,2018,2100,1,Prostate;Semen,
1881,2018,2100,1,Mandibular nerve;Gasserian ganglion,
1882,2018,2100,1,Radial artery;Brachial artery,
1883,2018,2100,1,Vertebral artery;Cervicothoracic ganglion,
1884,2018,2100,1,Vertebral artery;Stellate ganglion,
1885,2018,2100,1,Artery;Supraorbital artery,
1886,2018,2100,1,Artery;Sphenopalatine artery,
1887,2018,2020,1,Knee;Tibia;Hamstrings;Gracilis muscle;Hip,Semitendinosus
1888,2018,2020,1,Tendon;Knee;Tibia;Hamstrings;Sartorius muscle;Muscle,Semitendinosus
1889,2018,2100,1,Frontal bone;Supraorbital artery,
1890,2018,2100,1,Sphenoid bone;Cancellous,
1891,2018,2100,1,Sphenoid bone;Pterygoid plate,
1892,2018,2100,1,Sphenoid bone;Pterygoid process,
1893,2018,2100,1,Anterior cruciate ligament;Superior tibiofibular joint,
1894,2018,2100,1,Ligament;Cricoid,
1895,2018,2100,1,Ligament;Medial meniscus,
1896,2018,2100,1,Anterior ethmoidal nerve;Septal cartilage,
1897,2018,2100,1,Anterior pituitary;Long bone,
1898,2018,2100,1,Anterior white commissure;Commissure,
1899,2018,2100,1,Sacrum;Gluteus maximus,
1900,2018,2100,1,Cartilage;Xiphoid process,
1901,2018,2100,1,Cartilage;Deviated septum,
1902,2018,2100,1,Maxillary sinus;Human mandible,
1903,2018,2100,1,Maxillary sinus;Greater palatine canal,
1904,2018,2100,1,Maxillary sinus;Sphenopalatine artery,
1905,2018,2100,1,Maxillary sinus;Mylohyoid groove,
1906,2018,2100,1,Clitoris;Frenum,
1907,2018,2100,1,Thymus;Branchiomeric musculature,
1908,2018,2100,1,Superior sagittal sinus;Falx cerebri,
1909,2018,2100,1,Arcuate nucleus;Tuberoinfundibular tract,
1910,2018,2100,1,Astrocyte;Neurohypophysis,
1911,2018,2100,1,Breast;Striae gravidarum,
1912,2018,2100,1,Axillary artery;Brachial artery,
1913,2018,2023,1,Long bone;Bone;Nerve;Hyaline cartilage,Thigh bone
1914,2018,2100,1,Larynx;Conus elasticus,
1915,2018,2100,1,Arytenoid cartilage;Cricoarytenoid ligament,
1916,2018,2019,1,Larynx;Cricoid cartilage;Cricoarytenoid muscle;Arytenoid cartilage,Posterior cricoarytenoid muscle
1917,2018,2100,1,Arytenoideus muscle;Glottis,
1918,2018,2019,1,Larynx;Cricoid cartilage;Cricoarytenoid muscle;Recurrent laryngeal nerve,Posterior cricoarytenoid muscle
1919,2018,2100,1,Quadrate bone;Human mandible,
1920,2018,2100,1,Quadrate bone;Mylohyoid groove,
1921,2018,2100,1,Palpation;Brachial artery,
1922,2018,2100,1,Axilla;Chest,
1923,2018,2100,1,Cystic duct;Ductus,
1924,2018,2100,1,Retina;Oculocephalic reflex,
1925,2018,2100,1,Retina;Vestibuloocular reflexes,
1926,2018,2100,1,Periosteum;Mucoperiosteum,
1927,2018,2100,1,Brachiocephalic vein;Innominate (disambiguation),
1928,2018,2100,1,Brachium restiformis;Dorsal cochlear nucleus,
1929,2018,2100,1,Dorsal cochlear nucleus;Primary fissure,
1930,2018,2100,1,Branchiomeric musculature;Pericardium,
1931,2018,2100,1,Human mandible;Foramen,
1932,2018,2020,1,Maxillary nerve;Palate;Greater palatine nerve;Palatine bone;Hard palate,Nasopalatine nerve
1933,2018,2100,1,Lateral pterygoid muscle;Pterygoid plate,
1934,2018,2100,1,Lateral pterygoid muscle;Pterygoid process,
1935,2018,2100,1,Maxillary artery;Greater palatine artery,
1936,2018,2100,1,Maxillary artery;Sphenopalatine artery,
1937,2018,2100,1,Glossopharyngeal nerve;Carotid sinus,
1938,2018,2100,1,Glossopharyngeal nerve;Stylopharyngeus muscle,
1939,2018,2020,1,Internal carotid artery;Internal jugular vein;Vagus nerve;External carotid artery;Esophagus;Sternocleidomastoid muscle;Subclavian artery;Aorta;Clavicle;Thyroid gland,Carotid bifurcation
1940,2018,2020,1,Internal carotid artery;Internal jugular vein;Vagus nerve;External carotid artery;Esophagus;Occipital artery;Sternocleidomastoid muscle;Subclavian artery;Aorta;Clavicle,Carotid bifurcation
1941,2018,2020,1,Internal jugular vein;Internal carotid artery;Vagus nerve;Thyroid cartilage;Esophagus;Larynx;Carotid sinus,Carotid bifurcation
1942,2018,2100,1,Puberty;Human sternum,
1943,2018,2100,1,Puberty;Septal cartilage,
1944,2018,2100,1,Bregma;Fontanelle,
1945,2018,2100,1,Uterus;Neurohypophysis,
1946,2018,2100,1,Uterus;Striae gravidarum,
1947,2018,2100,1,Keratin;Cancellous,
1948,2018,2100,1,Hard palate;Greater palatine artery,
1949,2018,2100,1,Cheek;Stylopharyngeus muscle,
1950,2018,2100,1,Synovial fluid;Cancellous,
1951,2018,2100,1,Bursa (anatomy);Thyrohyoid membrane,
1952,2018,2100,1,Cancellous;Fat,
1953,2018,2100,1,Trabecula;Subarachnoid cisternae,
1954,2018,2100,1,Eyelid;Eyelash,
1955,2018,2100,1,Eyelid;Commissure,
1956,2018,2100,1,Eyelid;Conjunctiva,
1957,2018,2100,1,Eyelid;Lacrimal gland,
1958,2018,2100,1,Eyelid;Supraorbital artery,
1959,2018,2019,1,Extraocular muscles;Eyelid;Lateral rectus muscle;Levator palpebrae superioris,Oculomotor
1960,2018,2100,1,Eyelid;Levator palpebrae muscle,
1961,2018,2100,1,Canthus;Neural crest cell,
1962,2018,2100,1,Carapace;Human sternum,
1963,2018,2020,1,Femoral artery;Tendon;Hamstrings;Sartorius muscle;Thigh;Muscle;Hip,Semitendinosus
1964,2018,2100,1,Human sternum;Fissure,
1965,2018,2100,1,Occipital artery;Occiput,
1966,2018,2100,1,Occipital artery;Scalp,
1967,2018,2100,1,Conus medullaris;Lumbosacral enlargement,
1968,2018,2100,1,Parasympathetic;Lacrimal gland,
1969,2018,2100,1,Occiput;Falx cerebri,
1970,2018,2100,1,Occiput;Suboccipital muscle,
1971,2018,2100,1,Cervical spinal nerves;Hypaxial muscles,
1972,2018,2100,1,Cervical spinal nerves;Urinary bladder,
1973,2018,2100,1,Sacral vertebrae;Iliacus muscle,
1974,2018,2100,1,Muscle fascicle;Gluteus maximus,
1975,2018,2100,1,Thigh;Groin,
1976,2018,2100,1,Thigh;Fascia lata,
1977,2018,2100,1,Cervical spine;Spina bifida,
1978,2018,2100,1,Ciliary ganglion;Cranial autonomic ganglia,
1979,2018,2100,1,Otic ganglion;Submandibular duct,
1980,2018,2100,1,Otic ganglion;Wharton's duct,
1981,2018,2100,1,Eyelash;Cilium,
1982,2018,2100,1,Sex organ;Hypophysis cerebri,
1983,2018,2100,1,Groin;Inguinal canal,
1984,2018,2100,1,Groin;Pubis (bone),
1985,2018,2100,1,Groin;Head of rib,
1986,2018,2100,1,Commissure;Lip,
1987,2018,2100,1,Commissure;Interthalamic adhesion,
1988,2018,2100,1,Commissure;Massa intermedia,
1989,2018,2100,1,Ethmoid sinus;Falx cerebri,
1990,2018,2100,1,Deviated septum;Hematoma,
1991,2018,2100,1,Masseter muscle;Masseteric vessels,
1992,2018,2100,1,Foramen;Mylohyoid groove,
1993,2018,2100,1,Inguinal canal;Spermatic cord,
1994,2018,2100,1,Inguinal canal;Round ligament of the uterus,
1995,2018,2100,1,Conjoint tendon;Internal oblique muscle,
1996,2018,2100,1,Epididymis;Scrotum,
1997,2018,2020,1,Testicle;Epididymis;Homology (biology);Scrotum,Genitalia
1998,2018,2100,1,Hip bone;Innominate (disambiguation),
1999,2018,2100,1,Sinus (anatomy);Superior meatus,
2000,2018,2100,1,Great cerebral vein;Subarachnoid cisternae,
2001,2018,2100,1,Cranial autonomic ganglia;Trigeminal ganglion,
2002,2018,2100,1,Cranial autonomic ganglia;Vestibular ganglion,
2003,2018,2100,1,Vestibular ganglion;Oculocephalic reflex,
2004,2018,2100,1,Vestibular ganglion;Vestibuloocular reflexes,
2005,2018,2100,1,Inguinal ligament;Internal oblique muscle,
2006,2018,2100,1,Testicle;Rete testis,
2007,2018,2100,1,Foreskin;Frenum,
2008,2018,2100,1,Dorsum sellae;Subarachnoid cisternae,
2009,2018,2100,1,Exocrine gland;Lacrimal gland,
2010,2018,2100,1,Ductus;Submandibular duct,
2011,2018,2100,1,Parotid duct;Wharton's duct,
2012,2018,2100,1,Rete testis;Seminiferous tubules,
2013,2018,2100,1,Sphincter;Lacrimal canaliculus,
2014,2018,2100,1,Superior meatus;Sphenopalatine foramen,
2015,2018,2100,1,Superior meatus;Nasolacrimal canal,
2016,2018,2019,1,Spina bifida;Lumbar spine;Latissimus dorsi;Vertebral column;Spinal cord,Myelomeningocele
2017,2018,2024,1,Greater palatine canal;Oral cavity;Maxilla;Human skull,Pterygopalatine foramen
2018,2018,2100,1,Foetus;Spina bifida,
2019,2018,2100,1,Round ligament of the uterus;Mons pubis,
2020,2018,2100,1,Spina bifida;Thoracic spine,
2021,2018,2100,1,Foramen ovale (skull);Gasserian ganglion,
2022,2018,2100,1,Pterygopalatine fossa;Pterygoid plate,
2023,2018,2100,1,Pterygopalatine fossa;Pterygoid process,
2024,2018,2100,1,Iliacus muscle;Sacral ala,
2025,2018,2100,1,Iliacus muscle;Sacral promontory,
2026,2018,2100,1,Suboccipital triangle;Suboccipital muscle,
2027,2018,2100,1,Sciatic nerve;Hilton's law,
2028,2018,2100,1,Lacrimal canaliculus;Lacrimal sac,
2029,2018,2100,1,Mandibular notch;Masseteric vessels,
2030,2019,2100,1,Abdominal aorta;Testis,
2031,2019,2100,1,Anatomical terms of location;Testis,
2032,2019,2100,1,Anatomical terms of location;Seminal vesicles,
2033,2019,2100,1,Anatomical terms of location;Vesiculae seminales,
2034,2019,2020,1,Parasympathetic;Lacrimal nerve;Trigeminal nerve;Maxillary nerve;Facial nerve;Lateral rectus muscle;Orbit (anatomy),Zygomatic branches of the facial nerve
2035,2019,2100,1,Anatomical terms of motion;Sustentaculum tali,
2036,2019,2100,1,Anatomical terms of motion;Trochlear process,
2037,2019,2100,1,Dura mater;Lacrimal nerve,
2038,2019,2100,1,Cavernous sinus;Sphenoidal sinus,
2039,2019,2100,1,Cavernous sinus;Oculomotor,
2040,2019,2100,1,Superior orbital fissure;Lacrimal nerve,
2041,2019,2100,1,Embryo;Coronal view,
2042,2019,2100,1,Embryo;Myelomeningocele,
2043,2019,2100,1,Diplopia;Ethmoidal air cells,
2044,2019,2100,1,Bone;Turbinate,
2045,2019,2100,1,Bone;Turbinate bone,
2046,2019,2100,1,Cervical vertebrae;Herniated disk,
2047,2019,2100,1,Cerebellum;Myelomeningocele,
2048,2019,2100,1,Scapula;Herniated disk,
2049,2019,2100,1,Hypoglossal nerve;Descendens cervicalis,
2050,2019,2100,1,Oculomotor nerve;Short ciliary nerves,
2051,2019,2100,1,Tendon;Aponeurosis,
2052,2019,2100,1,Tendon;Coronal view,
2053,2019,2100,1,Achilles tendon;Sustentaculum tali,
2054,2019,2100,1,Achilles tendon;Trochlear process,
2055,2019,2100,1,Muscle;Orbicularis oris muscle,
2056,2019,2100,1,Human nose;Ethmoidal air cells,
2057,2019,2100,1,Parietal lobe;Myelomeningocele,
2058,2019,2100,1,Skin;Dorsal funiculus,
2059,2019,2100,1,Skin;Posterior funiculus,
2060,2019,2100,1,Frontal sinus;Superciliary arch,
2061,2019,2100,1,Neurology;Myelomeningocele,
2062,2019,2100,1,Tubercle (anatomy);Depressor anguli oris muscle,
2063,2019,2100,1,Human skull;Fossa (anatomy),
2064,2019,2100,1,Mouth;Depressor anguli oris muscle,
2065,2019,2100,1,Salivary gland;Hyoglossus muscle,
2066,2019,2100,1,Dissection;Retromandibular vein,
2067,2019,2100,1,Fetus;Hair follicle,
2068,2019,2100,1,Connective tissue;True vocal cords,
2069,2019,2100,1,Connective tissue;Vocal ligaments,
2070,2019,2100,1,Gizzard;Aponeurosis,
2071,2019,2100,1,Neck;Popliteal fossa,
2072,2019,2100,1,Pia mater;Oculomotor,
2073,2019,2100,1,Meninges;Pericranium,
2074,2019,2100,1,Jaw;Oropharynx,
2075,2019,2100,1,Jaw;Laryngopharynx,
2076,2019,2100,1,Septum;Sphenoidal sinus,
2077,2019,2100,1,Paresthesia;Herniated disk,
2078,2019,2100,1,Anaesthesia;Genioglossus muscle,
2079,2019,2100,1,Nociception;Pericranium,
2080,2019,2100,1,Hand;Triquetral,
2081,2019,2100,1,Ulna;Coronal view,
2082,2019,2100,1,Brachial plexus;Herniated disk,
2083,2019,2100,1,Lymphatic system;Turbinate,
2084,2019,2100,1,Lymphatic system;Turbinate bone,
2085,2019,2100,1,Sole (foot);Coronal view,
2086,2019,2100,1,Sternohyoid muscle;Descendens cervicalis,
2087,2019,2100,1,Sternothyroid muscle;Manubrium,
2088,2019,2100,1,Sternothyroid muscle;Descendens cervicalis,
2089,2019,2100,1,Omohyoid muscle;Descendens cervicalis,
2090,2019,2100,1,Cervical plexus;Herniated disk,
2091,2019,2100,1,Internal jugular vein;Retromandibular vein,
2092,2019,2100,1,Frontal lobe;Superciliary arch,
2093,2019,2100,1,Circle of Willis;Spinous process,
2094,2019,2100,1,Trigeminal nerve;Turbinate,
2095,2019,2100,1,Trigeminal nerve;Supraorbital nerve,
2096,2019,2100,1,Trigeminal nerve;Pachymeninx,
2097,2019,2100,1,Trigeminal nerve;Turbinate bone,
2098,2019,2100,1,Anterior horn cells;Herniated disk,
2099,2019,2100,1,Atlas (anatomy);Nodose ganglion,
2100,2019,2100,1,Lumbar;Aponeurosis,
2101,2019,2100,1,Lumbar;Flank (anatomy),
2102,2019,2100,1,Maxillary sinus;Turbinate,
2103,2019,2100,1,Maxillary sinus;Turbinate bone,
2104,2019,2100,1,Visible Human Project;Aponeurosis,
2105,2019,2100,1,External iliac artery;Testis,
2106,2019,2100,1,Navel;Coronal view,
2107,2019,2100,1,Sympathetic nervous system;Spinous process,
2108,2019,2100,1,Larynx;Palatopharyngeus muscle,
2109,2019,2100,1,Eustachian tube;Laryngopharynx,
2110,2019,2100,1,Superficial temporal artery;Hair follicle,
2111,2019,2100,1,Hyoid bone;Common facial vein,
2112,2019,2022,1,Human mandible;Hyoid bone;Connective tissue;Bone;Genioglossus muscle;Tongue,Greater horn of the hyoid
2113,2019,2100,1,Brachial artery;Coracobrachialis muscle,
2114,2019,2100,1,Infant;Myelomeningocele,
2115,2019,2100,1,Interpeduncular fossa;Fossa (anatomy),
2116,2019,2100,1,Epithelium;Seminal vesicles,
2117,2019,2100,1,Epithelium;Sublingual salivary gland,
2118,2019,2100,1,Epithelium;Vesiculae seminales,
2119,2019,2100,1,Symmetry (biology);Coronal view,
2120,2019,2100,1,Bone marrow;Myelomeningocele,
2121,2019,2100,1,Tentorium cerebelli;Oculomotor,
2122,2019,2100,1,Cerebellar peduncle;Peduncle (disambiguation),
2123,2019,2100,1,Stellate cell;True vocal cords,
2124,2019,2100,1,Stellate cell;Vocal ligaments,
2125,2019,2100,1,Palate;Palatopharyngeus muscle,
2126,2019,2100,1,Human mandible;Depressor anguli oris muscle,
2127,2019,2100,1,Human mandible;Mentalis muscle,
2128,2019,2100,1,Human mandible;Pterygomandibular ligament,
2129,2019,2100,1,Palatine bone;Ethmoidal air cells,
2130,2019,2020,1,Temporal bone;Occipital artery;Sternocleidomastoid muscle;Digastric muscle,Mastoid process
2131,2019,2100,1,External carotid artery;Common facial vein,
2132,2019,2100,1,Torso;Fossa (anatomy),
2133,2019,2100,1,Puberty;Manubrium,
2134,2019,2100,1,Puberty;True vocal cords,
2135,2019,2100,1,Puberty;Vocal ligaments,
2136,2019,2100,1,Sagittal suture;Coronal view,
2137,2019,2100,1,Uterus;Coronal view,
2138,2019,2100,1,Hard palate;Coronal view,
2139,2019,2100,1,Cheek;Coronal view,
2140,2019,2100,1,Buccal nerve;Buccinator muscle,
2141,2019,2100,1,Pudendal nerve;Ischiorectal fossa,
2142,2019,2100,1,Mandibular fossa;Fossa (anatomy),
2143,2019,2100,1,Parotid gland;Retromandibular vein,
2144,2019,2100,1,Parotid gland;Transverse facial artery,
2145,2019,2100,1,Bursa (anatomy);Olecranon process,
2146,2019,2100,1,Bursa (anatomy);Sustentaculum tali,
2147,2019,2100,1,Bursa (anatomy);Trochlear process,
2148,2019,2100,1,Superior gluteal artery;Internal iliac artery,
2149,2019,2100,1,Superior gluteal artery;Gluteus maximus,
2150,2019,2100,1,Rhomboid fossa;Fossa (anatomy),
2151,2019,2100,1,Secretion;Ethmoidal air cells,
2152,2019,2100,1,Eyelid;Nictitating membrane,
2153,2019,2100,1,Eyelid;Supraorbital nerve,
2154,2019,2100,1,Eyelid;Palpebral commissures,
2155,2019,2100,1,Canthus;Lacus lacrimalis,
2156,2019,2100,1,Carapace;Manubrium,
2157,2019,2100,1,Carapace;Coronal view,
2158,2019,2100,1,Sympathetic trunk;First thoracic ganglion,
2159,2019,2100,1,Manubrium;Fissure,
2160,2019,2100,1,Human sternum;Frontal plane,
2161,2019,2100,1,Human sternum;Muscular triangle,
2162,2019,2100,1,Occipital artery;Hair follicle,
2163,2019,2100,1,Occipital artery;Descendens cervicalis,
2164,2019,2100,1,Parasympathetic;Peritoneal cavity,
2165,2019,2100,1,Greater occipital nerve;Hair follicle,
2166,2019,2100,1,Thigh;Herniated disk,
2167,2019,2100,1,Urinary bladder;Frontal plane,
2168,2019,2100,1,Xiphoid process;Fossa (anatomy),
2169,2019,2100,1,Choanae;Oropharynx,
2170,2019,2100,1,Choanae;Laryngopharynx,
2171,2019,2100,1,Choanae;Palatopharyngeus muscle,
2172,2019,2020,1,Parasympathetic;Sublingual salivary gland;Facial nerve;Submandibular ganglion,Submandibular gland
2173,2019,2100,1,Pterygopalatine ganglion;Turbinate,
2174,2019,2100,1,Pterygopalatine ganglion;Turbinate bone,
2175,2019,2100,1,Cilium;Turbinate,
2176,2019,2100,1,Cilium;Turbinate bone,
2177,2019,2100,1,Internal iliac artery;Testis,
2178,2019,2100,1,Ilium (bone);Flank (anatomy),
2179,2019,2100,1,Groin;Popliteal fossa,
2180,2019,2100,1,Groin;Inguinal lymph nodes,
2181,2019,2100,1,Lip;Orbicularis oris muscle,
2182,2019,2100,1,Facial vein;Transverse facial artery,
2183,2019,2100,1,Turbinate;Index finger,
2184,2019,2100,1,Ethmoid sinus;Posterior nasal artery,
2185,2019,2100,1,Index finger;Turbinate bone,
2186,2019,2100,1,Masseter muscle;Transverse facial artery,
2187,2019,2100,1,Inguinal canal;Varicocele,
2188,2019,2100,1,Epididymis;Stereocilia,
2189,2019,2100,1,Coronal view;Frontal plane,
2190,2019,2100,1,Coronal view;Varus deformity,
2191,2019,2100,1,Fossa (anatomy);Popliteal fossa,
2192,2019,2100,1,Fossa (anatomy);Hepatic,
2193,2019,2100,1,Spermatic cord;Paradidymis,
2194,2019,2100,1,Pubis (bone);Pectineus,
2195,2019,2100,1,Hair follicle;Supraorbital nerve,
2196,2019,2100,1,Hair follicle;Supraorbital artery,
2197,2019,2100,1,Biological membrane;Cyst,
2198,2019,2100,1,Biological membrane;Serous membrane,
2199,2019,2020,1,Vagus nerve;Oropharynx;Pons;Palatoglossal arch;Facial nerve;Medulla oblongata;Tongue;Accessory nerve;Mouth,Deglutition
2200,2019,2100,1,Palatoglossal arch;Laryngopharynx,
2201,2019,2100,1,Spinous process;Hernia,
2202,2019,2100,1,Somite;Facial bone,
2203,2019,2100,1,Hematoma;Herniated disk,
2204,2019,2100,1,Hernia;Herniated disk,
2205,2019,2100,1,Ophthalmology;Myelomeningocele,
2206,2019,2100,1,Ophthalmology;Pupillary dilatation,
2207,2019,2100,1,Diverticulum;Seminal vesicles,
2208,2019,2100,1,Diverticulum;Vesiculae seminales,
2209,2019,2100,1,Lobule;Testis,
2210,2019,2100,1,Neural crest cell;Pachymeninx,
2211,2019,2100,1,Testis;Rete testis,
2212,2019,2100,1,Testis;Inguinal lymph nodes,
2213,2019,2100,1,Testis;Internal oblique muscle,
2214,2019,2100,1,Scalp;Supraorbital nerve,
2215,2019,2100,1,Gluteus maximus;Ischiorectal fossa,
2216,2019,2100,1,Sympathetic nerve;Peritoneal cavity,
2217,2019,2100,1,Ethmoidal air cells;Superior meatus,
2218,2019,2100,1,Supraorbital nerve;Supraorbital foramen,
2219,2019,2100,1,Palatopharyngeal arch;Palatopharyngeus muscle,
2220,2019,2100,1,Femoral triangle;Inguinal lymph nodes,
2221,2019,2100,1,Stellate ganglion;First thoracic ganglion,
2222,2019,2100,1,Stellate ganglion;Inferior cervical sympathetic ganglion,
2223,2019,2100,1,Stellate ganglion;Middle cervical sympathetic ganglion,
2224,2019,2100,1,Supraorbital artery;Transverse facial artery,
2225,2019,2100,1,Hyoglossus muscle;Submandibular triangle,
2226,2019,2100,1,Herniated disk;Neutral spine,
2227,2019,2100,1,Obturator canal;Ischiorectal fossa,
2228,2019,2100,1,Hypophysis cerebri;Optic recess,
2229,2019,2100,1,Lacrimal canaliculus;Lacus lacrimalis,
2230,2019,2100,1,Lipofuscin;Seminal vesicles,
2231,2019,2100,1,Lipofuscin;Vesiculae seminales,
2232,2019,2100,1,Metastatic lesion;Peritoneal cavity,
2233,2019,2100,1,Myelomeningocele;Presacral space,
2234,2019,2100,1,Supraorbital foramen;Superciliary arch,
2235,2020,2100,1,Phylogeny;Ontogeny,
2236,2020,2100,1,Phylogeny;Pyriform cortex,
2237,2020,2100,1,Phylogeny;Pyriform lobe,
2238,2020,2100,1,Efferent nerve fiber;Terminal sulcus of tongue,
2239,2020,2100,1,Anatomical terms of location;Terminal sulcus of tongue,
2240,2020,2100,1,Facial nerve;Stylohyoid muscle,
2241,2020,2100,1,Anatomical terms of motion;Rectus femoris muscle,
2242,2020,2100,1,Anatomical terms of motion;Obturator externus muscle,
2243,2020,2100,1,Shoulder;Sternoclavicular articulation,
2244,2020,2100,1,Temporal bone;Mastoid process,
2245,2020,2100,1,Temporal bone;Cavum tympani,
2246,2020,2100,1,Temporal bone;Digastric fossa,
2247,2020,2100,1,Temporal bone;Tegmen tympani,
2248,2020,2100,1,Embryo;Hemidiaphragm,
2249,2020,2100,1,Bone;Metatarsals,
2250,2020,2100,1,Brainstem;Diaphragm (anatomy),
2251,2020,2100,1,Brainstem;Hemidiaphragm,
2252,2020,2100,1,Vagus nerve;Internal laryngeal nerve,
2253,2020,2100,1,Acetabulum;Rectus femoris muscle,
2254,2020,2100,1,Tendon;Omohyoid fascia,
2255,2020,2100,1,Achilles tendon;Plantar aponeurosis,
2256,2020,2100,1,Muscle;Pectoralis major,
2257,2020,2100,1,Flexion;Alpha motor neurons,
2258,2020,2100,1,Flexion;Elbow-joint,
2259,2020,2100,1,Flexion;Anterior vertebral muscle,
2260,2020,2100,1,Flexion;Pectoral girdle,
2261,2020,2100,1,Flexion;Plantar reflex,
